9000034872;724;57.5
9000078307;528;57.5
9000112572;250;57.5
9000014864;203;241.5
9000145215;250;57.5
9000097495;276;161.0
9000212350;528;322.0
9000096196;250;517.5
9000126367;826;57.5
9000198739;250;57.5
9000149999;642;57.5
9000213362;40;161.0
9000077134;620;172.5
9000105339;276;161.0
9000098490;528;57.5
9000123535;250;345.0
9000156069;56;115.0
9000176986;724;172.5
9000013596;724;57.5
9000019913;250;0.0
9000169019;724;57.5
9000000597;380;345.0
9000071182;250;517.5
9000021128;724;57.5
9000087978;380;345.0
9000031147;100;57.5
9000197595;40;161.0
9000120410;276;161.0
9000048414;528;57.5
9000095096;616;57.5
9000134397;724;57.5
9000106850;250;345.0
9000130939;250;345.0
9000125840;276;161.0
9000099670;276;161.0
9000062285;250;345.0
9000210979;250;345.0
9000113201;276;57.5
9000119537;276;161.0
9000032167;276;161.0
9000107582;276;161.0
9000096570;703;241.5
9000196486;276;161.0
9000161370;250;57.5
9000174037;40;57.5
9000023951;276;57.5
9000178493;250;345.0
9000195715;250;345.0
9000016028;276;161.0
9000188728;250;345.0
9000194232;250;517.5
9000204349;250;345.0
9000204526;250;517.5
9000169767;250;345.0
9000152327;250;517.5
9000149138;250;517.5
9000062658;250;345.0
9000040865;250;517.5
9000015385;250;517.5
9000151383;616;241.5
9000216008;276;161.0
9000201675;250;345.0
9000130842;724;172.5
9000199639;250;345.0
9000010015;616;57.5
9000065120;616;241.5
9000205891;616;241.5
9000053214;56;57.5
9000015815;56;57.5
9000033701;616;57.5
9000171356;250;517.5
9000182615;276;161.0
9000100392;528;322.0
9000090515;276;57.5
9000035982;642;57.5
9000111125;380;57.5
9000141735;100;57.5
9000102095;724;57.5
9000083583;250;345.0
9000045861;826;345.0
9000205615;276;161.0
9000028084;40;57.5
9000165316;380;172.5
9000180003;276;161.0
9000091709;642;57.5
9000110811;250;345.0
9000085325;276;57.5
9000178092;56;57.5
9000202903;616;241.5
9000075808;724;172.5
9000005483;616;57.5
9000078174;40;161.0
9000031530;250;345.0
9000136012;100;57.5
9000172682;276;161.0
9000197780;250;517.5
9000171797;56;57.5
9000195308;276;161.0
9000081104;380;345.0
9000004532;380;345.0
9000136434;250;345.0
9000067440;380;345.0
9000150975;528;161.0
9000036871;276;161.0
9000148377;380;57.5
9000169497;250;345.0
9000142599;276;57.5
9000017991;616;241.5
9000149165;250;517.5
9000059328;56;57.5
9000159008;250;345.0
9000150675;642;241.5
9000077423;250;57.5
9000097159;528;322.0
9000196630;724;57.5
9000198143;250;517.5
9000048231;528;322.0
9000134547;276;161.0
9000081864;276;57.5
9000029497;616;57.5
9000112196;276;57.5
9000042271;642;241.5
9000136417;276;161.0
9000077761;616;57.5
9000082669;440;241.5
9000211400;56;57.5
9000036993;276;161.0
9000044360;528;57.5
9000098141;642;241.5
9000045066;642;57.5
9000190800;40;161.0
9000116169;528;289.8
9000074065;826;310.5
9000003609;40;144.9
9000009815;100;51.75
9000132628;276;144.9
9000055888;203;217.35
9000078267;528;51.75
9000171636;380;310.5
9000085172;380;310.5
9000077212;616;51.75
9000120382;348;217.35
9000201470;276;51.75
9000182954;372;310.5
9000008813;348;217.35
9000138271;250;465.75
9000080165;642;51.75
9000110274;276;144.9
9000216642;528;289.8
9000051457;250;310.5
9000146565;528;51.75
9000201799;703;217.35
9000132230;250;310.5
9000024363;276;144.9
9000058501;826;51.75
9000134056;250;465.75
9000011451;250;465.75
9000203495;276;144.9
